card_id,front,back,catalan,espanol,palabra,categoria_gramatical,usage_tags,audio_file_name
paraula_2758_01,Venerem els {{c1::sants}} a l'església.<br>Veneramos a los santos en la iglesia.,[sound:venerem_els_sants_a_lesglsia.mp3],Venerem els sants a l'església.,Veneramos a los santos en la iglesia.,sants,Noun,"Common, religion",venerem_els_sants_a_lesglsia.mp3
paraula_2759_01,Ell és molt {{c1::actiu}} i sempre està fent esport.<br>Él es muy activo y siempre está haciendo deporte.,[sound:ell_s_molt_actiu_i_sempre_est_fent_esport.mp3],Ell és molt actiu i sempre està fent esport.,Él es muy activo y siempre está haciendo deporte.,actiu,Adjective,"Common, daily life, fitness",ell_s_molt_actiu_i_sempre_est_fent_esport.mp3
paraula_2759_02,La companyia té molt {{c1::actiu}}.<br>La compañía tiene muchos activos.,[sound:la_companyia_t_molt_actiu.mp3],La companyia té molt actiu.,La compañía tiene muchos activos.,actiu,Noun,"Common, financial",la_companyia_t_molt_actiu.mp3
paraula_2760_01,Les {{c1::arrels}} de l'arbre són molt profondes.<br>Las raíces del árbol son muy profundas.,[sound:les_arrels_de_larbre_sn_molt_profondes.mp3],Les arrels de l'arbre són molt profondes.,Las raíces del árbol son muy profundas.,arrels,Noun,"Common, nature",les_arrels_de_larbre_sn_molt_profondes.mp3
paraula_2761_01,Tenim drets {{c1::civils}} que han de ser respectats.<br>Tenemos derechos civiles que deben ser respetados.,[sound:tenim_drets_civils_que_han_de_ser_respectats.mp3],Tenim drets civils que han de ser respectats.,Tenemos derechos civiles que deben ser respetados.,civils,Adjective,"Common, law, society",tenim_drets_civils_que_han_de_ser_respectats.mp3
paraula_2762_01,La televisió {{c1::estatal}} transmet notícies cada dia.<br>La televisión {{c2::estatal}} transmite noticias todos los días.,[sound:la_televisi_estatal_transmet_notcies_cada_dia.mp3],La televisió estatal transmet notícies cada dia.,La televisión estatal transmite noticias todos los días.,estatal,Adjective,"Common, government, news",la_televisi_estatal_transmet_notcies_cada_dia.mp3
paraula_2763_01,{{c1::Sanç}} és el meu millor amic.<br>Sancho es mi mejor amigo.,[sound:san_s_el_meu_millor_amic.mp3],Sanç és el meu millor amic.,Sancho es mi mejor amigo.,Sanç,Noun,"Common, informal, proper name",san_s_el_meu_millor_amic.mp3
paraula_2764_01,Els monjos viuen en un {{c1::convent}}.<br>Los monjes viven en un convento.,[sound:els_monjos_viuen_en_un_convent.mp3],Els monjos viuen en un convent.,Los monjes viven en un convento.,convent,Noun,"Common, religion",els_monjos_viuen_en_un_convent.mp3
paraula_2765_01,Aquesta és la {{c1::quarta}} vegada que ho faig.<br>Esta es la cuarta vez que lo hago.,[sound:aquesta_s_la_quarta_vegada_que_ho_faig.mp3],Aquesta és la quarta vegada que ho faig.,Esta es la cuarta vez que lo hago.,quarta,Adjective,"Common, numbers",aquesta_s_la_quarta_vegada_que_ho_faig.mp3
paraula_2766_01,{{c1::Salvador}} és un gran amic meu.<br>{{c2::Salvador}} es un gran amigo mío.,[sound:salvador_s_un_gran_amic_meu.mp3],Salvador és un gran amic meu.,Salvador es un gran amigo mío.,Salvador,Noun,"Common, informal, names",salvador_s_un_gran_amic_meu.mp3
paraula_2767_01,Hauràs d'{{c1::actuar}} ràpid si vols guanyar.<br>Tendrás que {{c2::actuar}} rápido si quieres ganar.,[sound:haurs_dactuar_rpid_si_vols_guanyar.mp3],Hauràs d'actuar ràpid si vols guanyar.,Tendrás que actuar rápido si quieres ganar.,actuar,Verb,"Common, action",haurs_dactuar_rpid_si_vols_guanyar.mp3
paraula_2768_01,He {{c1::aconseguit}} el meu objectiu.<br>He conseguido mi objetivo.,[sound:he_aconseguit_el_meu_objectiu.mp3],He aconseguit el meu objectiu.,He conseguido mi objetivo.,aconseguit,Verb (Past participle),"Common, achievement",he_aconseguit_el_meu_objectiu.mp3
paraula_2769_01,Tot està format per {{c1::àtoms}}.<br>Todo está formado por átomos.,[sound:tot_est_format_per_toms.mp3],Tot està format per àtoms.,Todo está formado por átomos.,àtoms,Noun,"Common, science",tot_est_format_per_toms.mp3
paraula_2770_01,Tenim diverses {{c1::escoles}} en aquesta ciutat.<br>Tenemos varias escuelas en esta ciudad.,[sound:tenim_diverses_escoles_en_aquesta_ciutat.mp3],Tenim diverses escoles en aquesta ciutat.,Tenemos varias escuelas en esta ciudad.,escoles,Noun,"Common, education",tenim_diverses_escoles_en_aquesta_ciutat.mp3
paraula_2771_01,Ella {{c1::juga}} a futbol cada diumenge.<br>Ella juega al fútbol cada domingo.,[sound:ella_juga_a_futbol_cada_diumenge.mp3],Ella juga a futbol cada diumenge.,Ella juega al fútbol cada domingo.,juga,Verb,"Common, action, sports",ella_juga_a_futbol_cada_diumenge.mp3
paraula_2772_01,Jo {{c1::nasqué}} al 1990.<br>Yo nací en 1990.,[sound:jo_nasqu_al_1990.mp3],Jo nasqué al 1990.,Yo nací en 1990.,nasqué,Verb,"Common, personal, past events",jo_nasqu_al_1990.mp3
paraula_2773_01,He {{c1::vist}} un gat al carrer.<br>He visto un gato en la calle.,[sound:he_vist_un_gat_al_carrer.mp3],He vist un gat al carrer.,He visto un gato en la calle.,vist,Verb,"common, action",he_vist_un_gat_al_carrer.mp3
paraula_2773_02,El vestit és molt {{c1::vist}}.<br>El vestido es muy llamativo.,[sound:el_vestit_s_molt_vist.mp3],El vestit és molt vist.,El vestido es muy llamativo.,vist,Adjective,"common, description",el_vestit_s_molt_vist.mp3
paraula_2774_01,Hi ha molts {{c1::insectes}} en aquesta zona.<br>Hay muchos insectos en esta zona.,[sound:hi_ha_molts_insectes_en_aquesta_zona.mp3],Hi ha molts insectes en aquesta zona.,Hay muchos insectos en esta zona.,insectes,Noun,"common, nature",hi_ha_molts_insectes_en_aquesta_zona.mp3
paraula_2775_01,Ells són {{c1::anglesos}}.<br>Ellos son ingleses.,[sound:ells_sn_anglesos.mp3],Ells són anglesos.,Ellos son ingleses.,anglesos,Noun,"common, nationality",ells_sn_anglesos.mp3
paraula_2776_01,Aquestes aigües són {{c1::corrents}}.<br>Estas aguas son corrientes.,[sound:aquestes_aiges_sn_corrents.mp3],Aquestes aigües són corrents.,Estas aguas son corrientes.,corrents,Adjective,"common, description",aquestes_aiges_sn_corrents.mp3
paraula_2777_01,He comprat una guitarra {{c1::elèctrica}}.<br>He comprado una guitarra eléctrica.,[sound:he_comprat_una_guitarra_elctrica.mp3],He comprat una guitarra elèctrica.,He comprado una guitarra eléctrica.,elèctrica,Adjective,"common, technology",he_comprat_una_guitarra_elctrica.mp3
paraula_2778_01,Haig de {{c1::marcar}} el número de telèfon.<br>Tengo que {{c2::marcar}} el número de teléfono.,[sound:haig_de_marcar_el_nmero_de_telfon.mp3],Haig de marcar el número de telèfon.,Tengo que marcar el número de teléfono.,marcar,Verb,"common, action",haig_de_marcar_el_nmero_de_telfon.mp3
paraula_2779_01,{{c1::Rosselló}} és una regió de França.<br>Rosellón es una región de Francia.,[sound:rossell_s_una_regi_de_frana.mp3],Rosselló és una regió de França.,Rosellón es una región de Francia.,Rosselló,Noun,"geography, proper noun",rossell_s_una_regi_de_frana.mp3
paraula_2780_01,Han celebrat l'{{c1::alliberament}} dels presos.<br>Han celebrado la liberación de los presos.,[sound:han_celebrat_lalliberament_dels_presos.mp3],Han celebrat l'alliberament dels presos.,Han celebrado la liberación de los presos.,alliberament,Noun,"common, legal",han_celebrat_lalliberament_dels_presos.mp3
paraula_2781_01,He conegut a alguns {{c1::compositors}} famosos.<br>He conocido a algunos compositores famosos.,[sound:he_conegut_a_alguns_compositors_famosos.mp3],He conegut a alguns compositors famosos.,He conocido a algunos compositores famosos.,compositors,Noun,"common, music",he_conegut_a_alguns_compositors_famosos.mp3
paraula_2782_01,S'ha {{c1::convertit}} en un expert.<br>Se ha convertido en un experto.,[sound:sha_convertit_en_un_expert.mp3],S'ha convertit en un expert.,Se ha convertido en un experto.,convertit,Verb,"common, action",sha_convertit_en_un_expert.mp3
paraula_2783_01,{{c1::deixa}} el llibre a la taula.<br>Deja el libro en la mesa.,[sound:deixa_el_llibre_a_la_taula.mp3],Deixa el llibre a la taula.,Deja el libro en la mesa.,deixa,Verb,"common, actions.",deixa_el_llibre_a_la_taula.mp3
paraula_2784_01,Hauríem de {{c1::determinar}} una hora per a la reunió.<br>Deberíamos {{c2::determinar}} una hora para la reunión.,[sound:haurem_de_determinar_una_hora_per_a_la_reuni.mp3],Hauríem de determinar una hora per a la reunió.,Deberíamos determinar una hora para la reunión.,determinar,Verb,"common, actions.",haurem_de_determinar_una_hora_per_a_la_reuni.mp3
paraula_2785_01,{{c1::Galícia}} és coneguda pels seus mariscos.<br>Galicia es conocida por sus mariscos.,[sound:galcia_s_coneguda_pels_seus_mariscos.mp3],Galícia és coneguda pels seus mariscos.,Galicia es conocida por sus mariscos.,Galícia,Proper noun,"Geography, common.",galcia_s_coneguda_pels_seus_mariscos.mp3
paraula_2786_01,Han passat {{c1::dècades}} des de que es va construir aquest edifici.<br>Han pasado décadas desde que se construyó este edificio.,[sound:han_passat_dcades_des_de_que_es_va_construir_aquest_edifici.mp3],Han passat dècades des de que es va construir aquest edifici.,Han pasado décadas desde que se construyó este edificio.,dècades,Noun,"Time, common.",han_passat_dcades_des_de_que_es_va_construir_aquest_edifici.mp3
paraula_2787_01,"Hem d'{{c1::enfrontar}} els nostres problemes, no evitar-los.<br>Tenemos que enfrentar nuestros problemas, no evitarlos.",[sound:hem_denfrontar_els_nostres_problemes_no_evitarlos.mp3],"Hem d'enfrontar els nostres problemes, no evitar-los.","Tenemos que enfrentar nuestros problemas, no evitarlos.",enfrontar,Verb,"Common, actions.",hem_denfrontar_els_nostres_problemes_no_evitarlos.mp3
paraula_2788_01,Els {{c1::governs}} tenen la responsabilitat de cuidar els ciutadans.<br>Los gobiernos tienen la responsabilidad de cuidar a los ciudadanos.,[sound:els_governs_tenen_la_responsabilitat_de_cuidar_els_ciutadans.mp3],Els governs tenen la responsabilitat de cuidar els ciutadans.,Los gobiernos tienen la responsabilidad de cuidar a los ciudadanos.,governs,Noun,"Politics, common.",els_governs_tenen_la_responsabilitat_de_cuidar_els_ciutadans.mp3
paraula_2789_01,Alguns edificis {{c1::religiosos}} són molt antics.<br>Algunos edificios {{c2::religiosos}} son muy antiguos.,[sound:alguns_edificis_religiosos_sn_molt_antics.mp3],Alguns edificis religiosos són molt antics.,Algunos edificios religiosos son muy antiguos.,religiosos,Adjective,"Religion, common.",alguns_edificis_religiosos_sn_molt_antics.mp3
paraula_2790_01,Hem de {{c1::tractar}} aquesta qüestió amb serietat.<br>Tenemos que tratar este asunto con seriedad.,[sound:hem_de_tractar_aquesta_qesti_amb_serietat.mp3],Hem de tractar aquesta qüestió amb serietat.,Tenemos que tratar este asunto con seriedad.,tractar,Verb,"Common, actions.",hem_de_tractar_aquesta_qesti_amb_serietat.mp3
paraula_2791_01,Estem navegant per la {{c1::badia}}.<br>Estamos navegando por la bahía.,[sound:estem_navegant_per_la_badia.mp3],Estem navegant per la badia.,Estamos navegando por la bahía.,badia,Noun,"Geography, common.",estem_navegant_per_la_badia.mp3
paraula_2792_01,"Si no plou, {{c1::serien}} perfectes per a la caminada.<br>Si no llueve, serían perfectas para la caminata.",[sound:si_no_plou_serien_perfectes_per_a_la_caminada.mp3],"Si no plou, serien perfectes per a la caminada.","Si no llueve, serían perfectas para la caminata.",serien,Verb,"Common, grammar.",si_no_plou_serien_perfectes_per_a_la_caminada.mp3
paraula_2793_01,Els meus {{c1::superiors}} estan satisfets amb el meu treball.<br>Mis superiores están satisfechos con mi trabajo.,[sound:els_meus_superiors_estan_satisfets_amb_el_meu_treball.mp3],Els meus superiors estan satisfets amb el meu treball.,Mis superiores están satisfechos con mi trabajo.,superiors,Noun,"Common, formal, business related.",els_meus_superiors_estan_satisfets_amb_el_meu_treball.mp3
paraula_2793_02,És un producte de qualitat superior.<br>Es un producto de calidad superior.,[sound:s_un_producte_de_qualitat_superior.mp3],És un producte de qualitat superior.,Es un producto de calidad superior.,superiors,Adjective,"Common, business related, formal.",s_un_producte_de_qualitat_superior.mp3
paraula_2794_01,Vull fer les {{c1::ones}} al meu país guanyant aquesta competició.<br>Quiero honrar a mi país ganando esta competición.,[sound:vull_fer_les_ones_al_meu_pas_guanyant_aquesta_competici.mp3],Vull fer les ones al meu país guanyant aquesta competició.,Quiero honrar a mi país ganando esta competición.,ones,Noun,"Common, formal.",vull_fer_les_ones_al_meu_pas_guanyant_aquesta_competici.mp3
paraula_2795_01,L'{{c1::oxigen}} és essencial per a la vida humana.<br>El oxígeno es esencial para la vida humana.,[sound:loxigen_s_essencial_per_a_la_vida_humana.mp3],L'oxigen és essencial per a la vida humana.,El oxígeno es esencial para la vida humana.,oxigen,Noun,"Common, science related.",loxigen_s_essencial_per_a_la_vida_humana.mp3
paraula_2796_01,Els {{c1::presents}} en la reunió compartien el mateix sentiment.<br>Los presentes en la reunión compartían el mismo sentimiento.,[sound:els_presents_en_la_reuni_compartien_el_mateix_sentiment.mp3],Els presents en la reunió compartien el mateix sentiment.,Los presentes en la reunión compartían el mismo sentimiento.,presents,Adjective,"Common, formal.",els_presents_en_la_reuni_compartien_el_mateix_sentiment.mp3
paraula_2797_01,El poble té una capella dedicada a la {{c1::verge}} Maria.<br>El pueblo tiene una capilla dedicada a la Virgen María.,[sound:el_poble_t_una_capella_dedicada_a_la_verge_maria.mp3],El poble té una capella dedicada a la Verge Maria.,El pueblo tiene una capilla dedicada a la Virgen María.,verge,Noun,"Common, religious context.",el_poble_t_una_capella_dedicada_a_la_verge_maria.mp3
paraula_2798_01,{{c1::Esteve}} és un nom català popular.<br>{{c2::Esteve}} es un nombre catalán popular.,[sound:esteve_s_un_nom_catal_popular.mp3],Esteve és un nom català popular.,Esteve es un nombre catalán popular.,Esteve,Proper noun,Names.,esteve_s_un_nom_catal_popular.mp3
paraula_2799_01,{{c1::Louis}} és un nom molt conegut en molts països.<br>{{c2::Louis}} es un nombre muy conocido en muchos países.,[sound:louis_s_un_nom_molt_conegut_en_molts_pasos.mp3],Louis és un nom molt conegut en molts països.,Louis es un nombre muy conocido en muchos países.,Louis,Proper noun,Names.,louis_s_un_nom_molt_conegut_en_molts_pasos.mp3
paraula_2800_01,Estudiem els {{c1::orígens}} de l'univers.<br>Estudiamos los orígenes del universo.,[sound:estudiem_els_orgens_de_lunivers.mp3],Estudiem els orígens de l'univers.,Estudiamos los orígenes del universo.,orígens,Noun,"Common, science related, history related.",estudiem_els_orgens_de_lunivers.mp3
paraula_2801_01,Hem planificat un {{c1::recorregut}} turístic pel poble.<br>Hemos planeado una ruta turística por el pueblo.,[sound:hem_planificat_un_recorregut_turstic_pel_poble.mp3],Hem planificat un recorregut turístic pel poble.,Hemos planeado una ruta turística por el pueblo.,recorregut,Noun,"Common, travel related.",hem_planificat_un_recorregut_turstic_pel_poble.mp3
paraula_2802_01,{{c1::tals}} accions no són acceptables.<br>Tales acciones no son aceptables.,[sound:tals_accions_no_sn_acceptables.mp3],Tals accions no són acceptables.,Tales acciones no son aceptables.,tals,Adjective,"Common, formal.",tals_accions_no_sn_acceptables.mp3
paraula_2803_01,"Després d'un llarg viatge, finalment ha vingut la {{c1::tornada}} a casa.<br>Después de un largo viaje, finalmente ha llegado el regreso a casa.",[sound:desprs_dun_llarg_viatge_finalment_ha_vingut_la_tornada_a_casa.mp3],"Després d'un llarg viatge, finalment ha vingut la tornada a casa.","Después de un largo viaje, finalmente ha llegado el regreso a casa.",tornada,Noun,"Common, Travel",desprs_dun_llarg_viatge_finalment_ha_vingut_la_tornada_a_casa.mp3
paraula_2803_02,La {{c1::tornada}} d'aquesta cançó és molt pegadissa.<br>El estribillo de esta canción es muy pegadizo.,[sound:la_tornada_daquesta_can_s_molt_pegadissa.mp3],La tornada d'aquesta cançó és molt pegadissa.,El estribillo de esta canción es muy pegadizo.,tornada,Noun,"Common, Music, Literature",la_tornada_daquesta_can_s_molt_pegadissa.mp3
paraula_2803_03,La seva acció va ser una {{c1::tornada}} pel que van fer.<br>Su acción fue una venganza por lo que hicieron.,[sound:la_seva_acci_va_ser_una_tornada_pel_que_van_fer.mp3],La seva acció va ser una tornada pel que van fer.,Su acción fue una venganza por lo que hicieron.,tornada,Noun,"Formal, Relationships, Emotions",la_seva_acci_va_ser_una_tornada_pel_que_van_fer.mp3
paraula_2804_01,{{c1::cadascun}} té la seva responsabilitat.<br>Cada uno tiene su responsabilidad.,[sound:cadascun_t_la_seva_responsabilitat.mp3],Cadascun té la seva responsabilitat.,Cada uno tiene su responsabilidad.,cadascun,Pronoun,"Common, general use",cadascun_t_la_seva_responsabilitat.mp3
paraula_2805_01,L'{{c1::Ebre}} és un riu molt llarg.<br>El Ebro es un río muy largo.,[sound:lebre_s_un_riu_molt_llarg.mp3],L'Ebre és un riu molt llarg.,El Ebro es un río muy largo.,Ebre,Noun,Geographic,lebre_s_un_riu_molt_llarg.mp3
paraula_2806_01,La {{c1::propera}} setmana anem de vacances.<br>La próxima semana vamos de vacaciones.,[sound:la_propera_setmana_anem_de_vacances.mp3],La propera setmana anem de vacances.,La próxima semana vamos de vacaciones.,propera,Adjective,"Common, time",la_propera_setmana_anem_de_vacances.mp3
